,Variable Name,Variable Label,Variable Type
798,road_bridge_span_no_7_oe,ROAD_BRIDGE_SPAN_NO_7_OE,Numeric
802,road_bridge_plan_life_7_oe,ROAD_BRIDGE_PLAN_LIFE_7_OE,Numeric
806,road_bridge_est_life_7_oe,ROAD_BRIDGE_EST_LIFE_7_OE,Numeric
814,road_bridge_rework_7_oe,ROAD_BRIDGE_REWORK_7_OE,String
815,road_bridge_gps_7_file,Type 7: ROAD_BRIDGE_GPS : File,Numeric
816,road_bridge_gps_7_gpscoordinates,Type 7: GPS coordinates for all related construction structures (provide coordin,String
817,road_bridge_gps_7_refusalmsg,Type 7: ROAD_BRIDGE_GPS : Refusal Message,String
818,road_bridge_dis,What is the closest major city or town to the project site (50k people or more)?,String
822,railbed_type,"For rail bed construction components, please select all that apply and provide a",Integer
823,railbed_type_1,Single track,Numeric
824,railbed_type_2,Double track,Numeric
825,railbed_type_3,Other (specify):,Numeric
826,railbed_type_3_oe,RAILBED_TYPE_3_OE,String
836,railbed_plan_segments_1,Type 1: ##RAILBED_TYPE-RC## Planned # of segments,Numeric
837,railbed_plan_segments_1_1,Urban:,Numeric
838,railbed_plan_segments_1_1_oe,RAILBED_PLAN_SEGMENTS_1_1_OE,Numeric
839,railbed_plan_segments_1_2,Rural:,Numeric
840,railbed_plan_segments_1_2_oe,RAILBED_PLAN_SEGMENTS_1_2_OE,Numeric
841,railbed_plan_segments_1_96,Don't know,Numeric
842,railbed_act_segments_1,Type 1: ##RAILBED_TYPE-RC## Actual # of segments,Numeric
843,railbed_act_segments_1_1,Urban:,Numeric
844,railbed_act_segments_1_1_oe,RAILBED_ACT_SEGMENTS_1_1_OE,Numeric
845,railbed_act_segments_1_2,Rural:,Numeric
846,railbed_act_segments_1_2_oe,RAILBED_ACT_SEGMENTS_1_2_OE,Numeric
847,railbed_act_segments_1_96,Don't know,Numeric
848,railbed_plan_km_1,Type 1: ##RAILBED_TYPE-RC## Planned total km,Numeric
849,railbed_plan_km_1_1,Urban:,Numeric
850,railbed_plan_km_1_1_oe,RAILBED_PLAN_KM_1_1_OE,Numeric
851,railbed_plan_km_1_2,Rural:,Numeric
852,railbed_plan_km_1_2_oe,RAILBED_PLAN_KM_1_2_OE,double
853,railbed_plan_km_1_96,Don't know,Numeric
854,railbed_act_km_1,Type 1: ##RAILBED_TYPE-RC## Actual total km,Numeric
855,railbed_act_km_1_1,Urban:,Numeric
856,railbed_act_km_1_1_oe,RAILBED_ACT_KM_1_1_OE,Numeric
857,railbed_act_km_1_2,Rural:,Numeric
858,railbed_act_km_1_2_oe,RAILBED_ACT_KM_1_2_OE,double
859,railbed_act_km_1_96,Don't know,Numeric
863,railbed_plan_life_1_oe,RAILBED_PLAN_LIFE_1_OE,Numeric
867,railbed_est_life_1_oe,RAILBED_EST_LIFE_1_OE,Numeric
875,railbed_rework_1_oe,RAILBED_REWORK_1_OE,Numeric
876,railbed_gps_1_file,Type 1: RAILBED_GPS : File,Numeric
877,railbed_gps_1_gpscoordinates,Type 1: RAILBED_TYPE-RC GPS coordinates for all related construction structures ,String
878,railbed_gps_1_refusalmsg,Type 1: RAILBED_GPS : Refusal Message,String
888,railbed_plan_segments_2,Type 2: ##RAILBED_TYPE-RC## Planned # of segments,Numeric
889,railbed_plan_segments_2_1,Urban:,Numeric
890,railbed_plan_segments_2_1_oe,RAILBED_PLAN_SEGMENTS_2_1_OE,Numeric
891,railbed_plan_segments_2_2,Rural:,Numeric
892,railbed_plan_segments_2_2_oe,RAILBED_PLAN_SEGMENTS_2_2_OE,Numeric
893,railbed_plan_segments_2_96,Don't know,Numeric
894,railbed_act_segments_2,Type 2: ##RAILBED_TYPE-RC## Actual # of segments,Numeric
895,railbed_act_segments_2_1,Urban:,Numeric
896,railbed_act_segments_2_1_oe,RAILBED_ACT_SEGMENTS_2_1_OE,Numeric
897,railbed_act_segments_2_2,Rural:,Numeric
898,railbed_act_segments_2_2_oe,RAILBED_ACT_SEGMENTS_2_2_OE,Numeric
899,railbed_act_segments_2_96,Don't know,Numeric
900,railbed_plan_km_2,Type 2: ##RAILBED_TYPE-RC## Planned total km,Numeric
901,railbed_plan_km_2_1,Urban:,Numeric
902,railbed_plan_km_2_1_oe,RAILBED_PLAN_KM_2_1_OE,Numeric
903,railbed_plan_km_2_2,Rural:,Numeric
904,railbed_plan_km_2_2_oe,RAILBED_PLAN_KM_2_2_OE,String
905,railbed_plan_km_2_96,Don't know,Numeric
906,railbed_act_km_2,Type 2: ##RAILBED_TYPE-RC## Actual total km,Numeric
907,railbed_act_km_2_1,Urban:,Numeric
908,railbed_act_km_2_1_oe,RAILBED_ACT_KM_2_1_OE,Numeric
909,railbed_act_km_2_2,Rural:,Numeric
910,railbed_act_km_2_2_oe,RAILBED_ACT_KM_2_2_OE,String
911,railbed_act_km_2_96,Don't know,Numeric
915,railbed_plan_life_2_oe,RAILBED_PLAN_LIFE_2_OE,String
919,railbed_est_life_2_oe,RAILBED_EST_LIFE_2_OE,String
927,railbed_rework_2_oe,RAILBED_REWORK_2_OE,Numeric
928,railbed_gps_2_file,Type 2: RAILBED_GPS : File,Numeric
929,railbed_gps_2_gpscoordinates,Type 2: RAILBED_TYPE-RC GPS coordinates for all related construction structures ,String
930,railbed_gps_2_refusalmsg,Type 2: RAILBED_GPS : Refusal Message,String
940,railbed_plan_segments_3,Type 3: ##RAILBED_TYPE-RC## Planned # of segments,Numeric
941,railbed_plan_segments_3_1,Urban:,Numeric
942,railbed_plan_segments_3_1_oe,RAILBED_PLAN_SEGMENTS_3_1_OE,Numeric
943,railbed_plan_segments_3_2,Rural:,Numeric
944,railbed_plan_segments_3_2_oe,RAILBED_PLAN_SEGMENTS_3_2_OE,Numeric
945,railbed_plan_segments_3_96,Don't know,Numeric
946,railbed_act_segments_3,Type 3: ##RAILBED_TYPE-RC## Actual # of segments,Numeric
947,railbed_act_segments_3_1,Urban:,Numeric
948,railbed_act_segments_3_1_oe,RAILBED_ACT_SEGMENTS_3_1_OE,Numeric
949,railbed_act_segments_3_2,Rural:,Numeric
950,railbed_act_segments_3_2_oe,RAILBED_ACT_SEGMENTS_3_2_OE,Numeric
951,railbed_act_segments_3_96,Don't know,Numeric
952,railbed_plan_km_3,Type 3: ##RAILBED_TYPE-RC## Planned total km,Numeric
953,railbed_plan_km_3_1,Urban:,Numeric
954,railbed_plan_km_3_1_oe,RAILBED_PLAN_KM_3_1_OE,Numeric
955,railbed_plan_km_3_2,Rural:,Numeric
956,railbed_plan_km_3_2_oe,RAILBED_PLAN_KM_3_2_OE,Numeric
957,railbed_plan_km_3_96,Don't know,Numeric
958,railbed_act_km_3,Type 3: ##RAILBED_TYPE-RC## Actual total km,Numeric
959,railbed_act_km_3_1,Urban:,Numeric
960,railbed_act_km_3_1_oe,RAILBED_ACT_KM_3_1_OE,Numeric
961,railbed_act_km_3_2,Rural:,Numeric
962,railbed_act_km_3_2_oe,RAILBED_ACT_KM_3_2_OE,Numeric
963,railbed_act_km_3_96,Don't know,Numeric
967,railbed_plan_life_3_oe,RAILBED_PLAN_LIFE_3_OE,Numeric
971,railbed_est_life_3_oe,RAILBED_EST_LIFE_3_OE,Numeric
979,railbed_rework_3_oe,RAILBED_REWORK_3_OE,String
980,railbed_gps_3_file,Type 3: RAILBED_GPS : File,Numeric
981,railbed_gps_3_gpscoordinates,Type 3: RAILBED_TYPE-RC GPS coordinates for all related construction structures ,Numeric
982,railbed_gps_3_refusalmsg,Type 3: RAILBED_GPS : Refusal Message,Numeric
983,bed_dis,What is the closest major city or town to the project site (50k people or more)?,String
987,railway_bridge_type,"For bridges along railways, please select all that apply and provide as much inf",Numeric
988,railway_bridge_type_1,"Steel, 1 track",Numeric
989,railway_bridge_type_2,"Steel, 2 or more tracks",Numeric
990,railway_bridge_type_3,"Concrete, 1 track",Numeric
991,railway_bridge_type_4,"Concrete, 2 or more tracks",Numeric
992,railway_bridge_type_5,"Wood, 1 track",Numeric
993,railway_bridge_type_6,"Wood, 2 or more tracks",Numeric
994,railway_bridge_type_7,Other (specify):,Numeric
995,railway_bridge_type_7_oe,RAILWAY_BRIDGE_TYPE_7_OE,String
1013,railway_bridge_plan_sites_1_1,RAILWAY_BRIDGE_PLAN_SITES_1_1,Numeric
1014,railway_bridge_plan_sites_1_1_oe,RAILWAY_BRIDGE_PLAN_SITES_1_1_OE,Numeric
1015,railway_bridge_plan_sites_1_2,RAILWAY_BRIDGE_PLAN_SITES_1_2,Numeric
1016,railway_bridge_plan_sites_1_2_oe,RAILWAY_BRIDGE_PLAN_SITES_1_2_OE,Numeric
1017,railway_bridge_plan_sites_1_96,RAILWAY_BRIDGE_PLAN_SITES_1_96,Numeric
1022,railway_bridge_act_sites_1_1,RAILWAY_BRIDGE_ACT_SITES_1_1,Numeric
1023,railway_bridge_act_sites_1_1_oe,RAILWAY_BRIDGE_ACT_SITES_1_1_OE,Numeric
1024,railway_bridge_act_sites_1_2,RAILWAY_BRIDGE_ACT_SITES_1_2,Numeric
1025,railway_bridge_act_sites_1_2_oe,RAILWAY_BRIDGE_ACT_SITES_1_2_OE,Numeric
1026,railway_bridge_act_sites_1_96,RAILWAY_BRIDGE_ACT_SITES_1_96,Numeric
1036,railway_bridge_no_span_1_oe,RAILWAY_BRIDGE_NO_SPAN_1_OE,Numeric
1040,railway_bridge_plan_life_1_oe,RAILWAY_BRIDGE_PLAN_LIFE_1_OE,Numeric
1044,railway_bridge_est_life_1_oe,RAILWAY_BRIDGE_EST_LIFE_1_OE,Numeric
1052,railway_bridge_rework_1_oe,RAILWAY_BRIDGE_REWORK_1_OE,Numeric
1053,railway_bridge_gps_1_file,Type 1: RAILWAY_BRIDGE_GPS : File,Numeric
1054,railway_bridge_gps_1_gpscoordina,Type 1: ##RAILWAY_BRIDGE_TYPE-RC## GPS coordinates for all related construction ,Numeric
1055,railway_bridge_gps_1_refusalmsg,Type 1: RAILWAY_BRIDGE_GPS : Refusal Message,Numeric
1073,railway_bridge_plan_sites_2_1,RAILWAY_BRIDGE_PLAN_SITES_2_1,Numeric
1074,railway_bridge_plan_sites_2_1_oe,RAILWAY_BRIDGE_PLAN_SITES_2_1_OE,Numeric
1075,railway_bridge_plan_sites_2_2,RAILWAY_BRIDGE_PLAN_SITES_2_2,Numeric
1076,railway_bridge_plan_sites_2_2_oe,RAILWAY_BRIDGE_PLAN_SITES_2_2_OE,Numeric
1077,railway_bridge_plan_sites_2_96,RAILWAY_BRIDGE_PLAN_SITES_2_96,Numeric
1082,railway_bridge_act_sites_2_1,RAILWAY_BRIDGE_ACT_SITES_2_1,Numeric
1083,railway_bridge_act_sites_2_1_oe,RAILWAY_BRIDGE_ACT_SITES_2_1_OE,Numeric
1084,railway_bridge_act_sites_2_2,RAILWAY_BRIDGE_ACT_SITES_2_2,Numeric
1085,railway_bridge_act_sites_2_2_oe,RAILWAY_BRIDGE_ACT_SITES_2_2_OE,Numeric
1086,railway_bridge_act_sites_2_96,RAILWAY_BRIDGE_ACT_SITES_2_96,Numeric
1096,railway_bridge_no_span_2_oe,RAILWAY_BRIDGE_NO_SPAN_2_OE,Numeric
1100,railway_bridge_plan_life_2_oe,RAILWAY_BRIDGE_PLAN_LIFE_2_OE,Numeric
1104,railway_bridge_est_life_2_oe,RAILWAY_BRIDGE_EST_LIFE_2_OE,Numeric
1112,railway_bridge_rework_2_oe,RAILWAY_BRIDGE_REWORK_2_OE,Numeric
1113,railway_bridge_gps_2_file,Type 2: RAILWAY_BRIDGE_GPS : File,Numeric
1114,railway_bridge_gps_2_gpscoordina,Type 2: ##RAILWAY_BRIDGE_TYPE-RC## GPS coordinates for all related construction ,Numeric
1115,railway_bridge_gps_2_refusalmsg,Type 2: RAILWAY_BRIDGE_GPS : Refusal Message,Numeric
1133,railway_bridge_plan_sites_3_1,RAILWAY_BRIDGE_PLAN_SITES_3_1,Numeric
1134,railway_bridge_plan_sites_3_1_oe,RAILWAY_BRIDGE_PLAN_SITES_3_1_OE,Numeric
1135,railway_bridge_plan_sites_3_2,RAILWAY_BRIDGE_PLAN_SITES_3_2,Numeric
1136,railway_bridge_plan_sites_3_2_oe,RAILWAY_BRIDGE_PLAN_SITES_3_2_OE,Numeric
1137,railway_bridge_plan_sites_3_96,RAILWAY_BRIDGE_PLAN_SITES_3_96,Numeric
1142,railway_bridge_act_sites_3_1,RAILWAY_BRIDGE_ACT_SITES_3_1,Numeric
1143,railway_bridge_act_sites_3_1_oe,RAILWAY_BRIDGE_ACT_SITES_3_1_OE,Numeric
1144,railway_bridge_act_sites_3_2,RAILWAY_BRIDGE_ACT_SITES_3_2,Numeric
1145,railway_bridge_act_sites_3_2_oe,RAILWAY_BRIDGE_ACT_SITES_3_2_OE,Numeric
1146,railway_bridge_act_sites_3_96,RAILWAY_BRIDGE_ACT_SITES_3_96,Numeric
1156,railway_bridge_no_span_3_oe,RAILWAY_BRIDGE_NO_SPAN_3_OE,Numeric
1160,railway_bridge_plan_life_3_oe,RAILWAY_BRIDGE_PLAN_LIFE_3_OE,Numeric
1164,railway_bridge_est_life_3_oe,RAILWAY_BRIDGE_EST_LIFE_3_OE,Numeric
1172,railway_bridge_rework_3_oe,RAILWAY_BRIDGE_REWORK_3_OE,Numeric
1173,railway_bridge_gps_3_file,Type 3: RAILWAY_BRIDGE_GPS : File,Numeric
1174,railway_bridge_gps_3_gpscoordina,Type 3: ##RAILWAY_BRIDGE_TYPE-RC## GPS coordinates for all related construction ,Numeric
1175,railway_bridge_gps_3_refusalmsg,Type 3: RAILWAY_BRIDGE_GPS : Refusal Message,Numeric
1193,railway_bridge_plan_sites_4_1,RAILWAY_BRIDGE_PLAN_SITES_4_1,Numeric
1194,railway_bridge_plan_sites_4_1_oe,RAILWAY_BRIDGE_PLAN_SITES_4_1_OE,Numeric
1195,railway_bridge_plan_sites_4_2,RAILWAY_BRIDGE_PLAN_SITES_4_2,Numeric
1196,railway_bridge_plan_sites_4_2_oe,RAILWAY_BRIDGE_PLAN_SITES_4_2_OE,Numeric
1197,railway_bridge_plan_sites_4_96,RAILWAY_BRIDGE_PLAN_SITES_4_96,Numeric
1202,railway_bridge_act_sites_4_1,RAILWAY_BRIDGE_ACT_SITES_4_1,Numeric
1203,railway_bridge_act_sites_4_1_oe,RAILWAY_BRIDGE_ACT_SITES_4_1_OE,Numeric
1204,railway_bridge_act_sites_4_2,RAILWAY_BRIDGE_ACT_SITES_4_2,Numeric
1205,railway_bridge_act_sites_4_2_oe,RAILWAY_BRIDGE_ACT_SITES_4_2_OE,Numeric
1206,railway_bridge_act_sites_4_96,RAILWAY_BRIDGE_ACT_SITES_4_96,Numeric
1216,railway_bridge_no_span_4_oe,RAILWAY_BRIDGE_NO_SPAN_4_OE,Numeric
1220,railway_bridge_plan_life_4_oe,RAILWAY_BRIDGE_PLAN_LIFE_4_OE,Numeric
1224,railway_bridge_est_life_4_oe,RAILWAY_BRIDGE_EST_LIFE_4_OE,Numeric
1232,railway_bridge_rework_4_oe,RAILWAY_BRIDGE_REWORK_4_OE,Numeric
1233,railway_bridge_gps_4_file,Type 4: RAILWAY_BRIDGE_GPS : File,Numeric
1234,railway_bridge_gps_4_gpscoordina,Type 4: ##RAILWAY_BRIDGE_TYPE-RC## GPS coordinates for all related construction ,Numeric
1235,railway_bridge_gps_4_refusalmsg,Type 4: RAILWAY_BRIDGE_GPS : Refusal Message,Numeric
1253,railway_bridge_plan_sites_5_1,RAILWAY_BRIDGE_PLAN_SITES_5_1,Numeric
1254,railway_bridge_plan_sites_5_1_oe,RAILWAY_BRIDGE_PLAN_SITES_5_1_OE,Numeric
1255,railway_bridge_plan_sites_5_2,RAILWAY_BRIDGE_PLAN_SITES_5_2,Numeric
1256,railway_bridge_plan_sites_5_2_oe,RAILWAY_BRIDGE_PLAN_SITES_5_2_OE,Numeric
1257,railway_bridge_plan_sites_5_96,RAILWAY_BRIDGE_PLAN_SITES_5_96,Numeric
1262,railway_bridge_act_sites_5_1,RAILWAY_BRIDGE_ACT_SITES_5_1,Numeric
1263,railway_bridge_act_sites_5_1_oe,RAILWAY_BRIDGE_ACT_SITES_5_1_OE,Numeric
1264,railway_bridge_act_sites_5_2,RAILWAY_BRIDGE_ACT_SITES_5_2,Numeric
1265,railway_bridge_act_sites_5_2_oe,RAILWAY_BRIDGE_ACT_SITES_5_2_OE,Numeric
1266,railway_bridge_act_sites_5_96,RAILWAY_BRIDGE_ACT_SITES_5_96,Numeric
1276,railway_bridge_no_span_5_oe,RAILWAY_BRIDGE_NO_SPAN_5_OE,Numeric
1280,railway_bridge_plan_life_5_oe,RAILWAY_BRIDGE_PLAN_LIFE_5_OE,Numeric
1284,railway_bridge_est_life_5_oe,RAILWAY_BRIDGE_EST_LIFE_5_OE,Numeric
1292,railway_bridge_rework_5_oe,RAILWAY_BRIDGE_REWORK_5_OE,Numeric
1293,railway_bridge_gps_5_file,Type 5: RAILWAY_BRIDGE_GPS : File,Numeric
1294,railway_bridge_gps_5_gpscoordina,Type 5: ##RAILWAY_BRIDGE_TYPE-RC## GPS coordinates for all related construction ,Numeric
1295,railway_bridge_gps_5_refusalmsg,Type 5: RAILWAY_BRIDGE_GPS : Refusal Message,Numeric
1313,railway_bridge_plan_sites_6_1,RAILWAY_BRIDGE_PLAN_SITES_6_1,Numeric
1314,railway_bridge_plan_sites_6_1_oe,RAILWAY_BRIDGE_PLAN_SITES_6_1_OE,Numeric
1315,railway_bridge_plan_sites_6_2,RAILWAY_BRIDGE_PLAN_SITES_6_2,Numeric
1316,railway_bridge_plan_sites_6_2_oe,RAILWAY_BRIDGE_PLAN_SITES_6_2_OE,Numeric
1317,railway_bridge_plan_sites_6_96,RAILWAY_BRIDGE_PLAN_SITES_6_96,Numeric
1322,railway_bridge_act_sites_6_1,RAILWAY_BRIDGE_ACT_SITES_6_1,Numeric
1323,railway_bridge_act_sites_6_1_oe,RAILWAY_BRIDGE_ACT_SITES_6_1_OE,Numeric
1324,railway_bridge_act_sites_6_2,RAILWAY_BRIDGE_ACT_SITES_6_2,Numeric
1325,railway_bridge_act_sites_6_2_oe,RAILWAY_BRIDGE_ACT_SITES_6_2_OE,Numeric
1326,railway_bridge_act_sites_6_96,RAILWAY_BRIDGE_ACT_SITES_6_96,Numeric
1336,railway_bridge_no_span_6_oe,RAILWAY_BRIDGE_NO_SPAN_6_OE,Numeric
1340,railway_bridge_plan_life_6_oe,RAILWAY_BRIDGE_PLAN_LIFE_6_OE,Numeric
1344,railway_bridge_est_life_6_oe,RAILWAY_BRIDGE_EST_LIFE_6_OE,Numeric
1352,railway_bridge_rework_6_oe,RAILWAY_BRIDGE_REWORK_6_OE,Numeric
1353,railway_bridge_gps_6_file,Type 6: RAILWAY_BRIDGE_GPS : File,Numeric
1354,railway_bridge_gps_6_gpscoordina,Type 6: ##RAILWAY_BRIDGE_TYPE-RC## GPS coordinates for all related construction ,Numeric
1355,railway_bridge_gps_6_refusalmsg,Type 6: RAILWAY_BRIDGE_GPS : Refusal Message,Numeric
1373,railway_bridge_plan_sites_7_1,RAILWAY_BRIDGE_PLAN_SITES_7_1,Numeric
1374,railway_bridge_plan_sites_7_1_oe,RAILWAY_BRIDGE_PLAN_SITES_7_1_OE,Numeric
1375,railway_bridge_plan_sites_7_2,RAILWAY_BRIDGE_PLAN_SITES_7_2,Numeric
1376,railway_bridge_plan_sites_7_2_oe,RAILWAY_BRIDGE_PLAN_SITES_7_2_OE,Numeric
1377,railway_bridge_plan_sites_7_96,RAILWAY_BRIDGE_PLAN_SITES_7_96,Numeric
1382,railway_bridge_act_sites_7_1,RAILWAY_BRIDGE_ACT_SITES_7_1,Numeric
1383,railway_bridge_act_sites_7_1_oe,RAILWAY_BRIDGE_ACT_SITES_7_1_OE,Numeric
1384,railway_bridge_act_sites_7_2,RAILWAY_BRIDGE_ACT_SITES_7_2,Numeric
1385,railway_bridge_act_sites_7_2_oe,RAILWAY_BRIDGE_ACT_SITES_7_2_OE,Numeric
1386,railway_bridge_act_sites_7_96,RAILWAY_BRIDGE_ACT_SITES_7_96,Numeric
1396,railway_bridge_no_span_7_oe,RAILWAY_BRIDGE_NO_SPAN_7_OE,Numeric
1400,railway_bridge_plan_life_7_oe,RAILWAY_BRIDGE_PLAN_LIFE_7_OE,Numeric
1404,railway_bridge_est_life_7_oe,RAILWAY_BRIDGE_EST_LIFE_7_OE,Numeric
1412,railway_bridge_rework_7_oe,RAILWAY_BRIDGE_REWORK_7_OE,Numeric
1413,railway_bridge_gps_7_file,Type 7: RAILWAY_BRIDGE_GPS : File,Numeric
1414,railway_bridge_gps_7_gpscoordina,Type 7: ##RAILWAY_BRIDGE_TYPE-RC## GPS coordinates for all related construction ,Numeric
1415,railway_bridge_gps_7_refusalmsg,Type 7: RAILWAY_BRIDGE_GPS : Refusal Message,Numeric
1416,railway_dis,What is the closest major city or town to the project site (50k people or more)?,Numeric
1420,runway_type,"For runway construction under the sub-award, please select all that apply and pr",Numeric
1421,runway_type_1,Runways,Numeric
1422,runway_type_2,Taxiways,Numeric
1423,runway_type_3,"Other, Specify:",Numeric
1424,runway_type_3_oe,RUNWAY_TYPE_3_OE,Numeric
1447,runway_plan_segments_1_oe,RUNWAY_PLAN_SEGMENTS_1_OE,Numeric
1451,runway_act_segments_1_oe,RUNWAY_ACT_SEGMENTS_1_OE,Numeric
1455,runway_plan_width_1_oe,RUNWAY_PLAN_WIDTH_1_OE,Numeric
1459,runway_act_width_1_oe,RUNWAY_ACT_WIDTH_1_OE,Numeric
1463,runway_plan_length_1_oe,RUNWAY_PLAN_LENGTH_1_OE,Integer
1467,runway_act_length_1_oe,RUNWAY_ACT_LENGTH_1_OE,Numeric
1471,runway_plan_life_1_oe,RUNWAY_PLAN_LIFE_1_OE,Numeric
1475,runway_est_life_1_oe,RUNWAY_EST_LIFE_1_OE,Numeric
1483,runway_rework_1_oe,RUNWAY_REWORK_1_OE,String
1484,runway_gps_1_file,Type 1: RUNWAY_GPS : File,Numeric
1485,runway_gps_1_gpscoordinates,Type 1: ##RUNWAY_TYPE-RC## GPS coordinates for all related construction structur,String
1486,runway_gps_1_refusalmsg,Type 1: RUNWAY_GPS : Refusal Message,String
1509,runway_plan_segments_2_oe,RUNWAY_PLAN_SEGMENTS_2_OE,Numeric
1513,runway_act_segments_2_oe,RUNWAY_ACT_SEGMENTS_2_OE,Numeric
1517,runway_plan_width_2_oe,RUNWAY_PLAN_WIDTH_2_OE,Numeric
1521,runway_act_width_2_oe,RUNWAY_ACT_WIDTH_2_OE,Numeric
1525,runway_plan_length_2_oe,RUNWAY_PLAN_LENGTH_2_OE,Numeric
1529,runway_act_length_2_oe,RUNWAY_ACT_LENGTH_2_OE,Numeric
1533,runway_plan_life_2_oe,RUNWAY_PLAN_LIFE_2_OE,Numeric
1537,runway_est_life_2_oe,RUNWAY_EST_LIFE_2_OE,Numeric
1545,runway_rework_2_oe,RUNWAY_REWORK_2_OE,Numeric
1546,runway_gps_2_file,Type 2: RUNWAY_GPS : File,Numeric
1547,runway_gps_2_gpscoordinates,Type 2: ##RUNWAY_TYPE-RC## GPS coordinates for all related construction structur,String
1548,runway_gps_2_refusalmsg,Type 2: RUNWAY_GPS : Refusal Message,Numeric
1571,runway_plan_segments_3_oe,RUNWAY_PLAN_SEGMENTS_3_OE,Numeric
1575,runway_act_segments_3_oe,RUNWAY_ACT_SEGMENTS_3_OE,Numeric
1579,runway_plan_width_3_oe,RUNWAY_PLAN_WIDTH_3_OE,Numeric
1583,runway_act_width_3_oe,RUNWAY_ACT_WIDTH_3_OE,Numeric
1587,runway_plan_length_3_oe,RUNWAY_PLAN_LENGTH_3_OE,Numeric
1591,runway_act_length_3_oe,RUNWAY_ACT_LENGTH_3_OE,Numeric
1595,runway_plan_life_3_oe,RUNWAY_PLAN_LIFE_3_OE,Numeric
1599,runway_est_life_3_oe,RUNWAY_EST_LIFE_3_OE,Numeric
1607,runway_rework_3_oe,RUNWAY_REWORK_3_OE,Numeric
1608,runway_gps_3_file,Type 3: RUNWAY_GPS : File,Numeric
1609,runway_gps_3_gpscoordinates,Type 3: ##RUNWAY_TYPE-RC## GPS coordinates for all related construction structur,Numeric
1610,runway_gps_3_refusalmsg,Type 3: RUNWAY_GPS : Refusal Message,Numeric
1611,runway_dis,What is the closest major city or town to the project site (50k people or more)?,String
1615,port_type,"For ports, please select all that apply and provide as much information as possi",Integer
1616,port_type_1,Sea,Numeric
1617,port_type_2,River or other inland,Numeric
1637,port_plan_sites_1_oe,PORT_PLAN_SITES_1_OE,Numeric
1641,port_act_sites_1_oe,PORT_ACT_SITES_1_OE,Numeric
1645,port_plan_berths_1_oe,PORT_PLAN_BERTHS_1_OE,Numeric
1649,port_act_berths_1_oe,PORT_ACT_BERTHS_1_OE,Numeric
1653,port_plan_life_1_oe,PORT_PLAN_LIFE_1_OE,Numeric
1657,port_est_life_1_oe,PORT_EST_LIFE_1_OE,Numeric
1665,port_rework_1_oe,PORT_REWORK_1_OE,Numeric
1666,port_gps_1_file,Type 1: PORT_GPS : File,Numeric
1667,port_gps_1_gpscoordinates,Type 1: ##PORT_TYPE-RC## GPS coordinates for all related construction structures,String
1668,port_gps_1_refusalmsg,Type 1: PORT_GPS : Refusal Message,Numeric
1688,port_plan_sites_2_oe,PORT_PLAN_SITES_2_OE,Numeric
1692,port_act_sites_2_oe,PORT_ACT_SITES_2_OE,Numeric
1696,port_plan_berths_2_oe,PORT_PLAN_BERTHS_2_OE,Numeric
1700,port_act_berths_2_oe,PORT_ACT_BERTHS_2_OE,Numeric
1704,port_plan_life_2_oe,PORT_PLAN_LIFE_2_OE,Numeric
1708,port_est_life_2_oe,PORT_EST_LIFE_2_OE,Numeric
1716,port_rework_2_oe,PORT_REWORK_2_OE,String
1717,port_gps_2_file,Type 2: PORT_GPS : File,Numeric
1718,port_gps_2_gpscoordinates,Type 2: ##PORT_TYPE-RC## GPS coordinates for all related construction structures,String
1719,port_gps_2_refusalmsg,Type 2: PORT_GPS : Refusal Message,String
1720,port_dis,What is the closest major city or town to the project site (50k people or more)?,String
1724,build_ss_type,"For single-story buildings, please select all that apply and provide as much inf",Integer
1725,build_ss_type_1,Schools,Numeric
1726,build_ss_type_2,Clinics,Numeric
1727,build_ss_type_3,Hospitals,Numeric
1728,build_ss_type_4,Community centers,Numeric
1729,build_ss_type_5,Libraries,Numeric
1730,build_ss_type_6,Government Offices,Numeric
1731,build_ss_type_7,Storage facilities/ warehouses/ hangars,Numeric
1732,build_ss_type_8,Factories,Numeric
1733,build_ss_type_9,"Cultural heritage (e.g. historic sites, museums)",Numeric
1734,build_ss_type_10,Airport terminals,Numeric
1735,build_ss_type_11,Railway stations,Numeric
1736,build_ss_type_12,Other (please specify):,Numeric
1737,build_ss_type_12_oe,BUILD_SS_TYPE_12_OE,String
1751,build_ss_plan_sites_1,Type 1: ##BUILD_SS_TYPE-RC## Planned # of sites (by location),Integer
1752,build_ss_plan_sites_1_1,Urban:,Numeric
1753,build_ss_plan_sites_1_1_oe,BUILD_SS_PLAN_SITES_1_1_OE,Numeric
1754,build_ss_plan_sites_1_2,Rural:,Numeric
1755,build_ss_plan_sites_1_2_oe,BUILD_SS_PLAN_SITES_1_2_OE,String
1756,build_ss_plan_sites_1_96,Don't know,Numeric
1757,build_ss_act_sites_1,Type 1: ##BUILD_SS_TYPE-RC## Actual/ Estimated # of sites (by location),Integer
